"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha",Resultados,"Indicador de resultados","Custo por resultados","Valor usado (BRL)","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios",Alcance,Frequência,Impressões,"Cliques no link","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino","Visitas ao perfil do Instagram","Seguidores no Instagram","Cliques em Como chegar",Início,Término,"Data da última edição"
2026-07-01,2026-07-24,"CA 13 [ENGAJAMENTO] [NATAL]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2023-11-01,Contínuo,2023-11-01
2026-07-01,2026-07-24,"CA 14 [ALCANCE] [NATAL]",inactive,0,reach,,0,50,Diário,0,0,0,,,,0,,0,0,,2023-11-01,Contínuo,2023-11-01
2026-07-01,2026-07-24,"CA 13 [ALCANCE] [NATAL] - novembro off",inactive,0,reach,,0,50,Diário,0,0,0,,,,0,,0,0,,2023-11-01,Contínuo,2023-11-09
2026-07-01,2026-07-24,"CA 04 [Lojas] [Cadastros][16/11] [Região metropolitana] [OLD]",inactive,,,,0,60,Diário,0,0,0,,,,0,,0,0,,2023-11-10,Contínuo,2025-07-15
2026-07-01,2026-07-24,"CA 06 [Tráfego] [Natal]",inactive,,,,0,30,Diário,0,0,0,,,,0,,0,0,,2023-11-13,Contínuo,2023-12-26
2026-07-01,2026-07-24,"CA 06 [ ALCANCE] [SERVIÇOS]",inactive,0,reach,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2023-11-13,Contínuo,2024-09-06
2026-07-01,2026-07-24,"CA 07 [Happy hour] [Tráfego]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2023-11-14,Contínuo,2024-11-21
2026-07-01,2026-07-24,"OFF CA 06 [ ALCANCE] [SERVIÇOS]",inactive,0,reach,,0,30,Diário,0,0,0,,,,0,,0,0,,2023-11-14,Contínuo,2025-04-30
2026-07-01,2026-07-24,"CA 09 [LOJAS] [NEW CAMPAIN] [22/11]",inactive,,,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2023-11-22,Contínuo,2023-11-28
2026-07-01,2026-07-24,"CA 08 [TRÁFEGO] [BLACK WEEK]",inactive,,,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2023-11-22,Contínuo,2023-11-28
2026-07-01,2026-07-24,"CA 10 [Cadastro_Vendas_de_loja] [23/11]",inactive,,,,0,70,Diário,0,0,0,,,,0,,0,0,,2023-11-23,Contínuo,2023-12-04
2026-07-01,2026-07-24,"CA 11 [WHATS] [LOJA]",inactive,,,,0,200,Diário,0,0,0,,,,0,,0,0,,2023-11-27,Contínuo,2023-12-18
2026-07-01,2026-07-24,"CA 07 [Happy hour] Alcance] [New]",inactive,0,reach,,0,50,Diário,0,0,0,,,,0,,0,0,,2023-11-28,Contínuo,2024-11-21
2026-07-01,2026-07-24,"CA 12 [ADVANCE] [LOJA] Campanha [Intenção]",inactive,,,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2023-12-07,Contínuo,2023-12-13
2026-07-01,2026-07-24,"CA 13 [ADVANCE] [LOJA] [INTERESSES - VESTUÁRIOS] Campanha",inactive,,,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2023-12-07,Contínuo,2024-01-31
2026-07-01,2026-07-24,"CA 17 [OFERTAS DA SEMANA]",inactive,,,,0,100,Diário,0,0,0,,,,0,,0,0,,2023-12-14,Contínuo,2024-04-11
2026-07-01,2026-07-24,"CA 18 [TRÁFEGO] [CORRIDA KIDS]",inactive,,,,0,100,Diário,0,0,0,,,,0,,0,0,,2023-12-20,Contínuo,2024-01-10
2026-07-01,2026-07-24,"CA 21 [Alcance] [Menu Gourmet]",inactive,0,reach,,0,50,Diário,0,0,0,,,,0,,0,0,,2023-12-27,Contínuo,2024-02-01
2026-07-01,2026-07-24,"CA 19 [Tráfego] [Cinema] [Mamonas]",inactive,,,,0,200,Diário,0,0,0,,,,0,,0,0,,2023-12-28,Contínuo,2024-01-02
2026-07-01,2026-07-24,"CA 20 - [Lojas] [Cadastros] [Form Old]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2023-12-28,Contínuo,2024-03-28
2026-07-01,2026-07-24,"CA 22 [Tráfego] [Circo]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-01-01,Contínuo,2025-12-11
2026-07-01,2026-07-24,"CA 23 - [Lojas [Cadastros] [02/01]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-01-02,Contínuo,2024-06-12
2026-07-01,2026-07-24,"CA 24 [WHATS] [LOJA] [02/01]",inactive,,,,0,100,Diário,0,0,0,,,,0,,0,0,,2024-01-02,Contínuo,2024-01-22
2026-07-01,2026-07-24,"CA 25 [LOJAS] [MENSAGEM]",inactive,,,,0,100,Diário,0,0,0,,,,0,,0,0,,2024-01-04,Contínuo,2024-01-11
2026-07-01,2026-07-24,"CA 27 [ALCANCE] [DIA DA PELUCIA]",inactive,0,reach,,0,20,Diário,0,0,0,,,,0,,0,0,,2024-01-05,Contínuo,2024-01-16
2026-07-01,2026-07-24,"CA 28 [Lojas]  [Vestuário feminino ] [10/1/2024]",inactive,,,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2024-01-10,Contínuo,2024-01-23
2026-07-01,2026-07-24,"CA 29 [Lojas] [ Franquias] [01/10/24]",inactive,,,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2024-01-10,Contínuo,2024-02-01
2026-07-01,2026-07-24,"CA 30 [Lojas] [Vestuário Infantil] [ 30+] [10/01/24]",inactive,,,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2024-01-10,Contínuo,2024-01-16
2026-07-01,2026-07-24,"CA 30 [Oferta da semana] [Alcance]",inactive,0,reach,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-01-19,Contínuo,2024-03-06
2026-07-01,2026-07-24,"CA 31 [Cadastros LP] [Loja]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-01-23,Contínuo,2024-01-29
2026-07-01,2026-07-24,"CA 32 [Whatsapp] [Lojas]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-01-23,Contínuo,2024-05-01
2026-07-01,2026-07-24,"CA 33[Cinema] [Ju Brito]",inactive,0,reach,,0,15,Diário,0,0,0,,,,0,,0,0,,2024-01-24,Contínuo,2024-08-01
2026-07-01,2026-07-24,"CA 34 [Tráfego] [Experincia Instantanea] [LJ]",inactive,,,,0,20,Diário,0,0,0,,,,0,,0,0,,2024-01-25,Contínuo,2024-02-05
2026-07-01,2026-07-24,"CA 34- [Lojas] [Cadastros] [Bairros]26.01",inactive,,,,0,30,Diário,0,0,0,,,,0,,0,0,,2024-01-26,Contínuo,2024-02-01
2026-07-01,2026-07-24,"CA 34 - [Lojas] [Cadastros] [New Forms] [ Região metropolitana]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-02-05,Contínuo,2024-03-28
2026-07-01,2026-07-24,"CA 35 [Loja] [Advantage] 28/2/2024 Campanha",inactive,,,,0,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,,0,0,,2024-02-14,Contínuo,2024-03-06
2026-07-01,2026-07-24,"CA - Aqui o nome de campanha",inactive,,,,0,20,Diário,0,0,0,,,,0,,0,0,,2024-03-04,Contínuo,2024-06-21
2026-07-01,2026-07-24,"CA 35 [Tráfego] [LOJA] [Videos]",inactive,,,,0,40,Diário,0,0,0,,,,0,,0,0,,2024-03-06,Contínuo,2024-03-21
2026-07-01,2026-07-24,"CA 36 [Tráfego] [ Semana da mulher]",inactive,,,,0,200,Diário,0,0,0,,,,0,,0,0,,2024-03-06,Contínuo,2024-03-14
2026-07-01,2026-07-24,"CA 36 [Whatsapp] [Lojas] [Remarketing]",inactive,,,,0,30,Diário,0,0,0,,,,0,,0,0,,2024-03-14,Contínuo,2024-03-28
2026-07-01,2026-07-24,"CA 37 [Tráfego] [ Ofertas da semana]",inactive,,,,0,200,Diário,0,0,0,,,,0,,0,0,,2024-03-14,Contínuo,2024-03-15
2026-07-01,2026-07-24,"CA 45 [Alcance] [ Pascoa]",inactive,0,reach,,0,20,Diário,0,0,0,,,,0,,0,0,,2024-03-15,Contínuo,2024-03-15
2026-07-01,2026-07-24,"CA 37 [Tráfego] [Palco]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-03-21,Contínuo,2024-05-27
2026-07-01,2026-07-24,"CA [ALCANCE] [BOTA FORA]",inactive,0,reach,,0,500,Diário,0,0,0,,,,0,,0,0,,2024-04-05,Contínuo,2024-04-05
2026-07-01,2026-07-24,"CA 38 [ALCANCE] [BOTA FORA]",inactive,0,reach,,0,1000,Diário,0,0,0,,,,0,,0,0,,2024-04-05,Contínuo,2024-04-08
2026-07-01,2026-07-24,"CA 46 [ALCANCE] [OFERTAS DA SEMANA]",inactive,0,reach,,0,200,Diário,0,0,0,,,,0,,0,0,,2024-04-12,Contínuo,2024-05-16
2026-07-01,2026-07-24,"CA 50 [Happy hour] Alcance] [Abril]",inactive,0,reach,,0,100,Diário,0,0,0,,,,0,,0,0,,2024-04-22,Contínuo,2024-04-22
2026-07-01,2026-07-24,"CA 50 [Happy hour] Alcance] [Abril]",inactive,0,reach,,0,40,Diário,0,0,0,,,,0,,0,0,,2024-04-24,Contínuo,2024-08-01
2026-07-01,2026-07-24,"CA 51 [Happy hour] Alcance] [Abril] [Remarketing]",inactive,0,reach,,0,40,Diário,0,0,0,,,,0,,0,0,,2024-04-25,Contínuo,2024-11-21
2026-07-01,2026-07-24,"CA 52 [Ofertas] [Tráfego]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-05-23,Contínuo,2024-05-30
2026-07-01,2026-07-24,"CA 53 [Ofertas] [Tráfego]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-05-23,Contínuo,2024-05-30
2026-07-01,2026-07-24,"CA  [ALCANCE] [Ofertas semana] [Junho]",inactive,0,reach,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-05-31,Contínuo,2024-06-20
2026-07-01,2026-07-24,"CA 54 [LOJAS] [JUNHO]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-06-12,Contínuo,2024-07-15
2026-07-01,2026-07-24,"CA 73 [Happy hour] [Alcance] [02/25]",inactive,0,reach,,0,33,Diário,0,0,0,,,,0,,0,0,,2024-06-25,Contínuo,2025-04-30
2026-07-01,2026-07-24,"CA 55 - [Lojas] [Cadastros] [JULHO] - VERIFICAR",inactive,,,,0,100,Diário,0,0,0,,,,0,,0,0,,2024-06-27,Contínuo,2024-07-23
2026-07-01,2026-07-24,"CA 56 - [Ofertas da semana] 11 a 17/07",inactive,,,,0,30,Diário,0,0,0,,,,0,,0,0,,2024-07-11,Contínuo,2024-07-19
2026-07-01,2026-07-24,"CA 62 [Ofertas da semana] [",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-07-19,Contínuo,2024-08-01
2026-07-01,2026-07-24,"CA 63 [Tráfego] [Ofertas da semana]",inactive,,,,0,50,Diário,0,0,0,,,,0,,0,0,,2024-08-02,Contínuo,2024-08-09
2026-07-01,2026-07-24,"CA 64 [Cadastros] [Lojas]",inactive,,,,0,60,Diário,0,0,0,,,,0,,0,0,,2024-08-02,Contínuo,2025-07-15
2026-07-01,2026-07-24,"Post do Instagram: Andar na moda gastando pouco...",inactive,,,,0,20,Diário,0,0,0,,,,0,,0,0,,2025-08-19,Contínuo,2025-08-25
2026-07-01,2026-07-24,"CA [Ofertas 01-07] [Tráfego - IG/FB]",inactive,,,,0,100,Diário,0,0,0,,,,0,,0,0,,2026-04-01,Contínuo,2026-04-08
