Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,Tipo de estratégia de lances,Custo,Impr.,Cliques,Conversões,Taxa de conv.,Valor conv.,Valor conv. / custo,CPC méd.,Custo / conv.,CTR,CPM médio,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),% de sessões engajadas (GA4),Eventos / sessão (GA4),Freq. méd. impr. / usuário,Usuários exclusivos
janeiro de 2026,Pausada,{DIS} PÁSCOA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1764971687,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} PÁSCOA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1764971687,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} PÁSCOA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1764971687,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} PÁSCOA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1764971687,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} PÁSCOA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1764971687,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} PÁSCOA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1764971687,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,BOTA FORA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1755554122,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,BOTA FORA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1755554122,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,BOTA FORA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1755554122,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,BOTA FORA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1755554122,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,BOTA FORA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1755554122,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,BOTA FORA 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1755554122,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DE 28/03 A 03/04,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1748245189,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DE 28/03 A 03/04,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1748245189,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DE 28/03 A 03/04,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1748245189,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DE 28/03 A 03/04,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1748245189,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DE 28/03 A 03/04,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1748245189,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DE 28/03 A 03/04,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1748245189,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DE 21 A 27 DE MARÇO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1740821019,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DE 21 A 27 DE MARÇO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1740821019,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DE 21 A 27 DE MARÇO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1740821019,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DE 21 A 27 DE MARÇO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1740821019,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DE 21 A 27 DE MARÇO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1740821019,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DE 21 A 27 DE MARÇO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1740821019,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1735474482,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1735474482,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1735474482,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1735474482,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1735474482,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1735474482,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DE 28/02 A 06/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1718601008,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DE 28/02 A 06/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1718601008,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DE 28/02 A 06/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1718601008,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DE 28/02 A 06/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1718601008,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DE 28/02 A 06/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1718601008,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DE 28/02 A 06/03,"80,00", --,Diário,BRL,Pausado,campanha pausada,1718601008,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{PES} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716202964,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{PES} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716202964,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{PES} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716202964,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{PES} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716202964,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{PES} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716202964,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{PES} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716202964,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716192875,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716192875,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716192875,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716192875,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716192875,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} Palco Encantado 1ª temp 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1716192875,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DE 21 A 27/02,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1711265444,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DE 21 A 27/02,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1711265444,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DE 21 A 27/02,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1711265444,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DE 21 A 27/02,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1711265444,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DE 21 A 27/02,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1711265444,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DE 21 A 27/02,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1711265444,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/02/19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1704565097,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/02/19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1704565097,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/02/19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1704565097,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/02/19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1704565097,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/02/19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1704565097,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DE 14 A 20/02/19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1704565097,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} CORTA PREÇO 2019 1ª ED.,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1699552781,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} CORTA PREÇO 2019 1ª ED.,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1699552781,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} CORTA PREÇO 2019 1ª ED.,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1699552781,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} CORTA PREÇO 2019 1ª ED.,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1699552781,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} CORTA PREÇO 2019 1ª ED.,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1699552781,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} CORTA PREÇO 2019 1ª ED.,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1699552781,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DE 31/01 A 06/02,"80,00", --,Diário,BRL,Pausado,campanha pausada,1691748234,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DE 31/01 A 06/02,"80,00", --,Diário,BRL,Pausado,campanha pausada,1691748234,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DE 31/01 A 06/02,"80,00", --,Diário,BRL,Pausado,campanha pausada,1691748234,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DE 31/01 A 06/02,"80,00", --,Diário,BRL,Pausado,campanha pausada,1691748234,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DE 31/01 A 06/02,"80,00", --,Diário,BRL,Pausado,campanha pausada,1691748234,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DE 31/01 A 06/02,"80,00", --,Diário,BRL,Pausado,campanha pausada,1691748234,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{PES} CINE DEIZÃO,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1687243819,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{PES} CINE DEIZÃO,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1687243819,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{PES} CINE DEIZÃO,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1687243819,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{PES} CINE DEIZÃO,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1687243819,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{PES} CINE DEIZÃO,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1687243819,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{PES} CINE DEIZÃO,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1687243819,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} OFERTAS DE 24 A 30/01,"80,00", --,Diário,BRL,Pausado,campanha pausada,1686828701,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} OFERTAS DE 24 A 30/01,"80,00", --,Diário,BRL,Pausado,campanha pausada,1686828701,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} OFERTAS DE 24 A 30/01,"80,00", --,Diário,BRL,Pausado,campanha pausada,1686828701,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} OFERTAS DE 24 A 30/01,"80,00", --,Diário,BRL,Pausado,campanha pausada,1686828701,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} OFERTAS DE 24 A 30/01,"80,00", --,Diário,BRL,Pausado,campanha pausada,1686828701,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} OFERTAS DE 24 A 30/01,"80,00", --,Diário,BRL,Pausado,campanha pausada,1686828701,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} CINE DEIZÃO 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada,1683998152,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} CINE DEIZÃO 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada,1683998152,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} CINE DEIZÃO 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada,1683998152,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} CINE DEIZÃO 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada,1683998152,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} CINE DEIZÃO 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada,1683998152,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} CINE DEIZÃO 2019,"160,00", --,Diário,BRL,Pausado,campanha pausada,1683998152,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} 2019 - OFERTAS DE 17 A 23 DE JANEIRO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1677686315,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} 2019 - OFERTAS DE 17 A 23 DE JANEIRO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1677686315,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} 2019 - OFERTAS DE 17 A 23 DE JANEIRO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1677686315,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} 2019 - OFERTAS DE 17 A 23 DE JANEIRO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1677686315,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} 2019 - OFERTAS DE 17 A 23 DE JANEIRO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1677686315,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} 2019 - OFERTAS DE 17 A 23 DE JANEIRO,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1677686315,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} Insti 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1676888624,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} Insti 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1676888624,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} Insti 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1676888624,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} Insti 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1676888624,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} Insti 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1676888624,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} Insti 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1676888624,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} 2019 - OFERTAS DE 10 A16.01.19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1673044445,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
