Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,CPM médio,Impr.,Interações,Taxa de interação,Custo médio,Custo,CTR,CPC méd.,Pontuação de otimização,Tipo de estratégia de lances,Cliques,Taxa de conv.,Conversões,Custo / conv.,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),Taxa de rejeição (UA (Universal Analytics na sigla em inglês)),Duração média da sessão (segundos) (UA (Universal Analytics na sigla em inglês)),% de sessões novas (UA (Universal Analytics na sigla em inglês)),% de sessões engajadas (GA4),Eventos / sessão (GA4),Páginas / sessão (UA (Universal Analytics na sigla em inglês))
janeiro de 2026,Pausada,[Display] Mercado,"17,00", --,Diário,BRL,Pausado,campanha pausada,12264774429,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[Display] Mercado,"17,00", --,Diário,BRL,Pausado,campanha pausada,12264774429,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[Display] Mercado,"17,00", --,Diário,BRL,Pausado,campanha pausada,12264774429,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[Display] Mercado,"17,00", --,Diário,BRL,Pausado,campanha pausada,12264774429,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[Display] Mercado,"17,00", --,Diário,BRL,Pausado,campanha pausada,12264774429,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[Display] Mercado,"17,00", --,Diário,BRL,Pausado,campanha pausada,12264774429,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Ativada,[L3FT] SCH_Concorrentes,"129,67", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,12035061052,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Ativada,[L3FT] SCH_Concorrentes,"129,67", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,12035061052,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Ativada,[L3FT] SCH_Concorrentes,"129,67", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,12035061052,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Ativada,[L3FT] SCH_Concorrentes,"129,67", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,12035061052,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Ativada,[L3FT] SCH_Concorrentes,"129,67", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,12035061052,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Ativada,[L3FT] SCH_Concorrentes,"129,67", --,Diário,BRL,Encerrado,campanha finalizada; alguns anúncios foram reprovados,12035061052,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[display] Feirão,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11374662846,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[display] Feirão,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11374662846,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[display] Feirão,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11374662846,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[display] Feirão,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11374662846,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[display] Feirão,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11374662846,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[display] Feirão,"30,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11374662846,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[Display] Semana do Brasil Autoshop,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11025816398,Display,0,0,0, --,0,"0,00", --,0, --,CPM visível,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[Display] Semana do Brasil Autoshop,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11025816398,Display,0,0,0, --,0,"0,00", --,0, --,CPM visível,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[Display] Semana do Brasil Autoshop,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11025816398,Display,0,0,0, --,0,"0,00", --,0, --,CPM visível,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[Display] Semana do Brasil Autoshop,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11025816398,Display,0,0,0, --,0,"0,00", --,0, --,CPM visível,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[Display] Semana do Brasil Autoshop,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11025816398,Display,0,0,0, --,0,"0,00", --,0, --,CPM visível,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[Display] Semana do Brasil Autoshop,"100,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,11025816398,Display,0,0,0, --,0,"0,00", --,0, --,CPM visível,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] SCH_Geral_Carros_Seminovos,"76,67", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados; a maioria dos anúncios foi reprovada,9154780042,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] SCH_Geral_Carros_Seminovos,"76,67", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados; a maioria dos anúncios foi reprovada,9154780042,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] SCH_Geral_Carros_Seminovos,"76,67", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados; a maioria dos anúncios foi reprovada,9154780042,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] SCH_Geral_Carros_Seminovos,"76,67", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados; a maioria dos anúncios foi reprovada,9154780042,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] SCH_Geral_Carros_Seminovos,"76,67", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados; a maioria dos anúncios foi reprovada,9154780042,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] SCH_Geral_Carros_Seminovos,"76,67", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados; a maioria dos anúncios foi reprovada,9154780042,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar conversões (CPA desejado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,Feirão carro novo Já - Conversões,"50,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9001913917,Display,0,0,0, --,0,"0,00", --,0, --,CPA desejado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,Feirão carro novo Já - Conversões,"50,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9001913917,Display,0,0,0, --,0,"0,00", --,0, --,CPA desejado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,Feirão carro novo Já - Conversões,"50,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9001913917,Display,0,0,0, --,0,"0,00", --,0, --,CPA desejado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,Feirão carro novo Já - Conversões,"50,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9001913917,Display,0,0,0, --,0,"0,00", --,0, --,CPA desejado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,Feirão carro novo Já - Conversões,"50,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9001913917,Display,0,0,0, --,0,"0,00", --,0, --,CPA desejado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,Feirão carro novo Já - Conversões,"50,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,9001913917,Display,0,0,0, --,0,"0,00", --,0, --,CPA desejado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,Feirão carro novo Já,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os anúncios estão pausados; a maioria dos anúncios foi reprovada,8997365402,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,Feirão carro novo Já,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os anúncios estão pausados; a maioria dos anúncios foi reprovada,8997365402,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,Feirão carro novo Já,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os anúncios estão pausados; a maioria dos anúncios foi reprovada,8997365402,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,Feirão carro novo Já,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os anúncios estão pausados; a maioria dos anúncios foi reprovada,8997365402,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,Feirão carro novo Já,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os anúncios estão pausados; a maioria dos anúncios foi reprovada,8997365402,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,Feirão carro novo Já,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os anúncios estão pausados; a maioria dos anúncios foi reprovada,8997365402,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,Feirão - Carro Novo Já,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,8967748313,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,Feirão - Carro Novo Já,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,8967748313,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,Feirão - Carro Novo Já,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,8967748313,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,Feirão - Carro Novo Já,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,8967748313,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,Feirão - Carro Novo Já,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,8967748313,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,Feirão - Carro Novo Já,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,8967748313,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,Feirão - Final de Semana - Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951880142,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,Feirão - Final de Semana - Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951880142,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,Feirão - Final de Semana - Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951880142,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,Feirão - Final de Semana - Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951880142,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,Feirão - Final de Semana - Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951880142,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,Feirão - Final de Semana - Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951880142,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão - Final de Semana - Gráfico #2,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1951494688,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão - Final de Semana - Gráfico #2,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1951494688,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão - Final de Semana - Gráfico #2,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1951494688,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão - Final de Semana - Gráfico #2,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1951494688,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão - Final de Semana - Gráfico #2,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1951494688,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão - Final de Semana - Gráfico #2,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1951494688,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,Feirão - Final de Semana - Remarketing,"200,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951338701,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,Feirão - Final de Semana - Remarketing,"200,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951338701,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,Feirão - Final de Semana - Remarketing,"200,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951338701,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,Feirão - Final de Semana - Remarketing,"200,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951338701,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,Feirão - Final de Semana - Remarketing,"200,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951338701,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,Feirão - Final de Semana - Remarketing,"200,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1951338701,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão - Final de Semana - Gráfico,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1644014637,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão - Final de Semana - Gráfico,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1644014637,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão - Final de Semana - Gráfico,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1644014637,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão - Final de Semana - Gráfico,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1644014637,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão - Final de Semana - Gráfico,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1644014637,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão - Final de Semana - Gráfico,"250,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1644014637,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,Feirão - Final de Semana - Pesquisa,"450,00",Feirão - Pesquisa,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1643600077,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,Feirão - Final de Semana - Pesquisa,"450,00",Feirão - Pesquisa,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1643600077,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,Feirão - Final de Semana - Pesquisa,"450,00",Feirão - Pesquisa,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1643600077,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,Feirão - Final de Semana - Pesquisa,"450,00",Feirão - Pesquisa,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1643600077,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,Feirão - Final de Semana - Pesquisa,"450,00",Feirão - Pesquisa,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1643600077,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,Feirão - Final de Semana - Pesquisa,"450,00",Feirão - Pesquisa,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1643600077,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] SCH_Marcas_Veiculos_Inativa,"58,00", --,Diário,BRL,Pausado,campanha pausada,1441217954,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] SCH_Marcas_Veiculos_Inativa,"58,00", --,Diário,BRL,Pausado,campanha pausada,1441217954,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] SCH_Marcas_Veiculos_Inativa,"58,00", --,Diário,BRL,Pausado,campanha pausada,1441217954,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] SCH_Marcas_Veiculos_Inativa,"58,00", --,Diário,BRL,Pausado,campanha pausada,1441217954,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] SCH_Marcas_Veiculos_Inativa,"58,00", --,Diário,BRL,Pausado,campanha pausada,1441217954,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] SCH_Marcas_Veiculos_Inativa,"58,00", --,Diário,BRL,Pausado,campanha pausada,1441217954,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,1,"9,53", --,Diário,BRL,Removido,campanha removida,1003734158,Inteligente,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,1,"9,53", --,Diário,BRL,Removido,campanha removida,1003734158,Inteligente,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,1,"9,53", --,Diário,BRL,Removido,campanha removida,1003734158,Inteligente,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,1,"9,53", --,Diário,BRL,Removido,campanha removida,1003734158,Inteligente,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,1,"9,53", --,Diário,BRL,Removido,campanha removida,1003734158,Inteligente,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,1,"9,53", --,Diário,BRL,Removido,campanha removida,1003734158,Inteligente,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão Outubro,"110,00", --,Diário,BRL,Removido,campanha removida,949171338,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão Outubro,"110,00", --,Diário,BRL,Removido,campanha removida,949171338,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão Outubro,"110,00", --,Diário,BRL,Removido,campanha removida,949171338,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão Outubro,"110,00", --,Diário,BRL,Removido,campanha removida,949171338,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão Outubro,"110,00", --,Diário,BRL,Removido,campanha removida,949171338,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão Outubro,"110,00", --,Diário,BRL,Removido,campanha removida,949171338,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[Display] Shopito / Carros,"20,00", --,Diário,BRL,Pausado,campanha pausada,899208470,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[Display] Shopito / Carros,"20,00", --,Diário,BRL,Pausado,campanha pausada,899208470,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[Display] Shopito / Carros,"20,00", --,Diário,BRL,Pausado,campanha pausada,899208470,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
